Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,Naive Bayes,6,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,7,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,8,0.09523809523809523,0.1396508728179551,0.11324570273003033,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,9,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,10,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,11,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,12,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,13,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,14,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,15,0.1691542288557214,0.1691542288557214,0.1691542288557214,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,16,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,17,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,18,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,19,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,20,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,21,0.09203980099502487,0.18407960199004975,0.12271973466003316,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,22,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,23,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,24,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,25,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,26,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,27,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,28,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,Naive Bayes,29,0.0,0.0,0.0,0.2974637149978009,0.049262823455457544,
CGAN,AdaBoost,0,0.3724770642201835,0.08458333333333333,0.13786078098471988,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,1,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,2,0.014285714285714285,0.004975124378109453,0.007380073800738007,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,3,0.0,0.0,0.0,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,4,0.20454545454545456,0.04477611940298507,0.07346938775510205,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,5,0.026378896882494004,0.05472636815920398,0.03559870550161812,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,6,0.03063557384545039,0.3333333333333333,0.05611390284757119,0.05702976103210673,0.06196814538419016,
CGAN,AdaBoost,7,0.07894736842105263,0.014925373134328358,0.02510460251046025,0.05702976103210673,0.06196814538419016,
